tweet,hatespeech
gubernurzamannow gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot rt user keanekaragaman a suku agama sungguh kaya kita tutur djarot hadap serta rakercabsu,0
banyak bangkai jadi hidup makin masa akan,0
user edan newbie liat yampun kartu bat,1
nahklo pki alias partai korupsi indonesia u ganyang ga,1
perempuan deh lo mending mati aja kaya jelek aja gausa sok jadi make up artist,1
jual l kaya jablay,1
user user bijak cuma tugas jajar krl doang tumpang cuma followers doang xexxbxefxbxf n nyuruh orng utk erti sendiri ga mau erti butuh banyak orng kan bangke,1
user kyknya titit nya sambung trus pake accessoris jg,1
user mata w pas kecil a sipit tp skrg malah engga aneh pis,0
ko ingt aku buat banci gigih nk kira j url,1
a waspada cina komunis ada indonesia,1
user heeee kampung banci,1
ganteng ga kasihan yg asik asik jos,1
dekalarasi pilkada aman anti hoax toga jabon jemirahan,0
setiausaha agung pas datuk takiyuddin hassan sahkan pihak k cuba pinda lembaga parti seperti kata presiden parti ini,0
user user emang aku m,1
user user user user user sastra karl komunis,0
jadi otak kayak bener bener bool deh mess trus tiap harinua makan silit user gtu,1
user user ganti rezim   kacung lah cebong mah gitu kalo tanya,1
cina apa lu hak larang,1
hebat bicara cinta pegang quran sbagai quran hidup pegang tak bicara cinta perang bunuh penggal,1
user g jomblo jablay,1
perjaka jual nsok mau njir,1
pilih yg dg kafir,1
buat orang melek buang sampah ngomong tugas,0
sejuk kulit dlm ofis gila buaya apa,0
user baik nakal abang darkside chill tak sosial la k selamat dah terima kasih,0
masalah satu gantipresiden dampak signifikansekurangnya telah obat cegah tambah,1
user gampang kak u buka hp buka browser ketik budaya palembang silah nikmat ajar denngan m gratis,0
user user onta yg ngaku bela umat itu semata politik jauh lebih demokratis umat pikir untuk tgb,0
user kampung mending culun jes,1
rt n user goyang jilboob mantap bener nih hyper kontol doi nntadi squirt loh xfxfxxdxfxfxxdxfxfxxdnnyang nonton live nya besok doixexxa,1
nusantara islam rupa budaya islam adalah islam,0
presiden aspek indonesia mbak anti investasi asing apabila ubah wajib bagai warga lawan,0
pkl wib kanit binmas ipda mt hutasoit melaks g sampai pesan kamtibmas ttg pilgub pilkada kpd karyawan bri ranting muara damenra sihite dkk desa hutanagodang kec muara kab tap utara,0
user kalimantan sdh biasa matlam gin p batu bara nya keruk listrik megap,0
fardu kifayah hukum wajib ajar islam pilpres datang ada utus kalang santri sokong m maju pimpin negeri,0
user hah wah bangke h emang nih truk,1
f nahdliyin minta setop hina maruf amin,0
user cebong l onta ngak singgung laut,1
user risa baru pulang latih khusus iris hazel milik tangkap siluet orang gadis r gadis sangat asingnnbelum pernah risa temu gadis belum radio tempat tinggal kerja maka itu r,0
user user user hahahaha biar gila ngomong caknmakanya jangan terlalu banyak micin orang otak loe encer congnngomong ae ngawur muslim kamu muslim silit taubabi,1
user user user komunis user user user user user user user coba ngaca n introspeksiapakah keluarga yg gak pake hijab user jgaotak pakai jgn cmn jd property or pa,1
muhammadiyahinggris kerjasama jalin kendali ekstrimisme,0
user kena neraka kalo bom surga selalu untuk semua org muka bumi masuk goku,0
nanya ich dich arti ntar kasih aipet yg barusan xexxaxccxafxcdxaxexxaxccxafxcdxa,1
copot darmin nasution menko ekonomi bodoh turun sejak beli daya jabat user user,1
rt user bodo r anjir bodo ngakak gua ngakak astagfirullah humor bet url,1
user l user mata picek cukknora dok prestasli pak jokowinnguoblokkkntolol,1
hasil penjara ahok h alumni dukung rizieq lengser jokowi usai lebaran,1
user coba dedengkot jin terus terang para ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu budha semua punya peluang t surga naku yakin keluar fatwa saudi jin adal,0
user lebat dalam telinga dengar suara petir takut masakan lepas allah,0
konseptual cerdas,0
user nama baek yoonxexxgi nnucapan putus iring kerjap mata asa antuk sedikit sedikit gigit bibir ragu sekali gapai gelas dia untuk minum bagaimana wine tinggal m,0
bismillah melayu raya tanah melayu macammacam nama pernah dengar pernah tak kaji besar mana jajah a tanah melayu dulu thread saya kupas serba sedikit bani jawi,0
bila nak kawin ni kena simpan duitilmu agama kena cukup semua t kena cukup la senang cerita,0
aduh lucu banget adek kelas gue pas sma lapor kata bang hari kita field trip taman safari heran dah nyebut u temennya mau arisan ama keluarga aja bawa sekolahannntai arisan,1
user gimana main l asw,1
ini hebat e arif suku baduy hutan tetap jaga budaya jadi nafas hidup hidup dgn jaga imbang alam,0
yailaah gilir gin aja rame sarap ngebelandulu pas idol mati cuma sedih doang malah serbu gilaannyang yg siapa maap,1
user user contek doa usaha ikhtiar mudahmudahan bentar gantipresiden gak pake sabar gak pake plangaplongo,1
user user user umat k islam siapa yg ente mksdnfpi hti mrk bkn muslim tp nista islam bajing mrk muslim tdk mgkn buat onar kecut lari dr tgg jwb stlh mesumnapa islam apa islam gilir mesum apa islam buat onar islam,1
warga semarang r prihatin kontroversi puisi gus mus,0
celeng nya a acon susah bgt dah xfxfxxa,1
user kampret kamu malah cari musuh dasar ana cebong kenapa,1
user tuju dpr menteri pns jabat negara wajib potong masuk presidenntiap seluruh potong jgnpegawai swasta potong,0
cie n ni akun hasil bodoh kaum yg bikin kaumkaumnya sendiri biar kata jokowi anti islam wkwkwk,1
user ngibul junjung bani kampret,1
aku aku,0
hasil tanya amin rais dulu yg bikin kacau nyuruh reformasi pilkada salah satu user,1
fahri hamzah kalau jadi m kpk saya bubar url,1
takut i user url,1
linmas wilayah tawangsari b amp weru terima bekal pam pilkada serentak,0
user,1
doi tuh native englishnnkomen yannmother languagenya speaker jaga dong bangsad,1
kitakita biasa aja bangke ada ga ngerasa nyata,1
user mungkin mrk slh t slh sebut aja bu nmkst nya mungkin cebong muda kampung xfxfxxxfxfxxxfxfxx,1
uname absurd bahkan ganteng impression gak bikin enak imaginenya gak first typing pas coba eue dm enak banget harap dm nyata enggak sama sekali,0
user user admin bukan k presiden pm,0
rt user stw singaraja g kontol url,1
user user user b haram jadi pimpin nyet,1
shio baekhyun c,0
pasar yg pasar cth tuh semua tentara tp sekali tsb alat butuh org cacat ga semua org cacat,0
user user user user emang perlu pak kyai staquf nyebut suku ras biar mudah paham nalar ente yg bahlul ane tanya ente soal arab yg mana yg ente sembah aja gk jawab ane sodorin arab bani saud yg pro israel eh ente pura,1
user s pernah ngelakuin dosa apa anis sandi sampe bully rendah terus padahal bnyk orng yg jahat licik yg sebenarny lebih pantas di bully rendah dunia memang kejam kawan xfxfxxa,0
user om kalo memang ajar hindu yg ga bgini coba ajar yg bener belum,0
k user ikut alam yg tak berapa kerja part time cina lebih best kerja melayu haha,0
aku karna jijik xfxfxxc asa kejar yaaa napas aja sungkan wkwkwk,0
savekpk user bubar dpr bubar rt,1
user user user hehehe akhirnyaternyata pasar global jgtdk h lokal akhir mas aseng asing kita jujur sajaxfxfxxxfxfxxxfxfxxxfxfxxxfxfxx,0
gua daiping mampus junedi lu,1
rt user suciwati revolusi mental jokowi p kosongbualan tuju rt amp comment url,1
juga pernah marahin orang rp panggil sipit waktu jadi hoshi yang suka tanya mata manansepele ah kan bagi fisiknmungkin kalau pakai definisi macam hoshi yang milik mata s sipit deh,0
user jangan jangan otak makelar tka asset negara apa maling asset negara xfxfxxuser pertamina jual mau isi jual tiongkok xexdxgantipresiden nurl,1
user akun siti fatimah amp bp komen laman diringkes semua ajaparah amp bejat malu yg user moga sehat selalu tetap sabar amp semangat terus suara benar,1
user bawang putih kafir haram laginhikshikshiks,1
ahokers prabon ancurin penjara karuan url,1
rawan join buah islam arus bawah yg rindu pimpin nasional nasionalis gera moderat cakiminthenextwapres join user user user user user user user user,0
onta,0
user umpan pake s apa tu biar mancing dpt buaya,0
s user user user user user user user user user user user user user komunis kok berabtad pki kecoak makan kecoak dong,1
retweeted ikko pribumi kawe user horas horas horas guna kapal feri presiden unjung pulau samosir dlm rangkai kunjung kerja presiden sambut user upacara adat samosir dg pekik horas horas horas dgn,0
user loee janji jokowi yg d mata picek blok xfxfxxxfxfxx,1
user tahan kuat hun pilih macam agama,0
tahun freeport kuasa pihak masa jokowi jonan jadi,0
user as claran anak pintern dongon paling koplakn n idot n gatau malu cantik urat malu putusn butt muka nya imut bgt,1
menag user minta riset s ptkin jgn orientasi publikasi artikel scopus jenis outputnya hrs jawab tantang umat islam ptkin perlu buat pangkal data sbg rujuk bangun misal database ulama nusantara shg g,0
buruk sejarah,1
me nusantara kan dlm arti nasionalisasi assets yg asai asing hny laku pimpin yg sungguh nasionalis patriotisnnnusantara versi proxy hny tuju e tahan nusantaranasional suatu bangsa,0
user foto profile nya naik pesawat tp msh bs blg jgn cinta produk asingdari sederhana sajakita sdh bs ukur berapa parah tingkat munafik mulbh baik lgs terjun pesawat biar ucap n dgn buat,0
user l rengginang cocot ah,1
padah even bulak dgn nya still maok kau segal sayang kau bodo hrgaixexxa,1
user user user user user user user,0
user user user user user user acara ga mutu ulah mntan aktif gmni ormas mahasiswa i pki yg jd musuh bebuyutan hmi,0
user ayo pilih alin aja alin tuh bawel banget semua diomongin ngeliat banci jalan aja aku omongin baik  ,1
user adopsi nich pusat perintah,0
user user prof jangan pak benar buka ngaco tdk di biar pak muka agama bagai ulama harus,0
user user biadab tuh a aparat keparat,1
user hahahaha jancuk,1
kuntig untung aku user,0
couple hangat waktu tanggal kemarin sama korea kai banget do kaisoofact,0
wuakkakaa mampuss gue salah ga diblock sejak jaman jokowi ahok nyagub gaya lo toong toong anies sandi url,1
asing bosen nunggu temenan sampe sekarang,0
user user user dia mata mata cuma lihat,1
user user maaf benar buat pertama kali dbuat bukan twiter orang bego,1
user ha kocak kalabong dungu,1
catat buka tidak lupa alam pilkada dki jakarta user user usung partai gerindra user hasil tumbang tahana usung koalisi besar yang e,0
kenal walpri w pilkada bondowoso radar jember,0
user user user budha ikut googling lah demo thailand tau,0
komunis user begitu cara user main,0
suka kesel sama orang pas gua jadi confess gua gilir gua jomlo malah e mana tau ngomong sama silit,1
user ehhhhh u user lu mau kritik pak jokowi ampe mencret darah is okntpi klo lu hina fitnah akan ambil tindak npak jokowi presiden pimpin negara nlu pimpin agama tpi salah kaprah luuuu,1
balas sini gima usir budha user kurang ajar etnis muslim rohingya singkir a sensus duduk myanmar,1
gw noda nterkutuk kau yg,1
allah panggil orang mamputetapi allah mampu siapa n mauyang rinduyang yakin baitullah,0
user kntl ye apus ga,1
obat monyet kedih a url,0
user a pergi lo bangkai,1
bingung apa bisa toleransi enggak bikin gw mikir alas a dalam katolik paus wakil kristus,0
kunti udah ketawa user,0
aamiin rabb lebiiihhhh indonesia alah dgn yg user baik,1
rt user ustadz pks yudi widiana nilep duit pk a agama juz amp liqo felix kwetiauw amp alumni pd mingkem amp pura budekgiliran buxexxa,1
user amin smoga istiqomahnjgn khawatir cibir org yg aja ujianningat banyak org anggap masalah suram bahkan kafir sekalipun kemudian taubat jadi tokoh juang agama islam,0
video call pak gubernur malam sedang dinas istanbul turkey video call saya lapor pertama ialah tempat hibur user karaoke sense amp diskotik exotic tutup hormat harus keras bantu ole,0
daulat negara dukung,1
proyek saracen utk ganjal lantik anies msh teruus foto baru kasus saracen temu tokoh partai politik,1
kutil,1
user sukarno di konotasi presiden anti demokrasindg embel rejim umur hidup,0
a hajar ndan ganyang pki url,1
bangke sampe kg bsa u siang,1
pak jokowi s kasi jg goregan pbb,1
user amiinnnn moga jadi jokowi pak presiden,0
user gak meni sama sekalidaripada simpang lgbtmenikahlah hidup lebih berkahdunia sdh rusak dgn perzinahan l kini gera stop kawin dini,0
kapolri user w mundur jabat,1
daya ekonomi pesantren ulama jawa barat dukung jokowi pilpres a tetapjokowi,0
semangat terus pak user kantor staf presiden k depan publikasi semua giat presiden rakyat tau presiden kerja keras bangun bangsa kerja kerja kerja user user user user,0
cocot user,1
saya tuju makanya dukung mentah sudah upaya kurang kuasa asing kurang ekspor presiden ganti kontrak rugi indonesia,0
user user user nusantara ada conth hkbp huria krsten gkj greja kristen pasundan manado gereja malu masing ciri khas sesuai,0
bentar user user user baru tahun dah segitu rt lewat utang sby njiiieng,1
user banyak tionghoa yg pancasialis aja pak ekonom siauw,1
user user user user user tak telah negisiasi,0
negara kayak tipu bocah sd aje dokumen r fuih,1
allah swt sembah dungu biadab a percuma,1
rt user ogah prabowopak t gatot baru,1
banyak baca atas biar gak cap goblok vnnjustkiddingnnb orang iq cerdas ratarata erti tulis atas v,0
calon gubernur jawa tengah nomor urut user tanya program unggul rival user kait buka lapang kerja banyak n juta tahun ganjar tengah situasi ekonomi ini mungkin buka lapang,0
user p iya yg gitu p panuan kutu jamur hah emang rang ajar,1
user we jancuk ngapain aku ajar,1
amin rais himbau pilih jangan salah masyarakat pimpin,0
user user kalo jaman gue smp negeri dulu hari kamis pake baju kotak jadi kayak koko sekolah kristen gitu hari jumat cuma diwajibin pake celana panjang doang ga pake baju seragam dulu yah xfxfxx,0
user najis lo ngedm gajelas dm gue ga dibales bodo gue doain pentaslo ga h,1
cowo banyak gua rasa,1
rizal ramli mayoritas p tak mau beri sempat dua jokowi klikrmol capresrakyat,0
ilcboedionocentury jadi ikut a ini cukup intens meski sekarang lupa kunci cuma butuh ganti presiden,1
rawan gubernur sengsara maju,1
bkan org sya perlu anggap baikpaling tdk dgn berpurabaikkarena yg penting sya buat,0
user dlm kristen prinsip inkulturisasi dlm agama penting bgmn j mjd katholik yg indonesia jadi kristen yg indonesia yg mungkin asing islam yg kental arab,0
rt user copras calon presiden ndak mikir ndak mikirrrr ndak mikir apa si kowi periode aja l bur url,1
cie tau ma jokowi ga dapet m mulai dah jilatjilat prabowo dasar lintah url,1
barusan dongo dongoin motor yg klakson tubi padahal jelas lampu merah woy dongo brisik n nnpas nengok tau temen smp nndia chainknnaku nang nganti metu eluh getih puteeeh,1
user pak kampanye negatif kampung,1
presiden pak jokowi gubernur dan pak anton e program selaras jalan kata hasan,0
lie tju siswi kelas b katolik istri pardede siswa a katolik santo,0
kalau mau dengar ulama tetap ngotot kriminalisasi ulama yaa g aja jokowi,1
user lo tuh yg bencong bacot lo lebih cewe mah banci yg ngamen gak kasih duit bacot xfxfxxxfxfxxxfxfxxnmending lo cakep kaya jelek kaya gitunmadesu xfxfxxxfxfxxnmentioned gw langsung quote tweet xf,1
cina lg cina lg baik usir aj rusak m sih kerja,1
user ayoh bangsa indonesia sih i cina ahok,1
rt kalo bok sedikit saya budeknnlg nungguxexxa,0
user p bgt yah om jawabannyanngmn klo udah bom sby jgn debat sangka udah tinggal,0
user user user user user kafir di a alquransitu sehat,0
rt user ikut dukung calon a presiden suka ngatur jokowi gak prabowo aja yg atur menang pilih presiden,1
user kan hebat maaf slm spt kabur ngaku,1
dungu islam agama ajar amoral user ansor quran islam punya posisi moral sendiri,1
owner sini seo t tae adminnya hiring bebs xcexbxcexbxcfxxdxbcxcfxxdxxcxxcexbxdxbcs,0
