,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
205,grombolan kadal jidat gosongmmg bgtu suka ribut klo grombolanya yg salah pura budekdasar grombolan cingkrang url,1,1,0,1,0,0,1,0,0,0,1,0
206,user user user segitu gentar takut kafirxfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
207,rt user user betul padahal saracen siapa akun kritis anggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
208,user siapa bego lu bukan tmn gua najis dah kesel sendiri gue,1,1,1,0,0,0,0,0,1,1,0,0
209,user user kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0
210,user tau dong bau bau udh cir sipit buluq,1,1,1,0,0,1,0,0,0,1,0,0
211,user kayak pegang bukan mucikari,0,0,0,0,0,0,0,0,0,0,0,0
212,guru tk dharma wanita satu desa plumbon porong deklarasi anti hoax ujar benci issu sarah dukung pilkada damai,0,0,0,0,0,0,0,0,0,0,0,0
213,user anjir rem maennya begitu xfxfxxxfxfxxc,0,1,0,0,0,0,0,0,0,0,0,0
214,user kayak atau cuma bank tentu bilang aja mau jual uang asingtukar rupiah,0,0,0,0,0,0,0,0,0,0,0,0
215,user user user user onta yaman ninnsetahun gua deportasi loe,1,1,1,0,0,0,0,0,1,0,0,1
216,hatihati berita pilkada bau hoax madiun madiuntoday thmadiun kotakarismatikmadiun tolakcukaiilegal kunjung,0,0,0,0,0,0,0,0,0,0,0,0
217,user anak cocot ini user,1,1,1,0,0,0,0,0,1,1,0,0
218,user xfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxxfxfxxudah tau hoax fahri mangkanye klu ambil berite tuyg update jangan tong sampah ambil terus ss tau rit udah,1,0,1,0,0,0,0,0,1,1,0,0
219,mantaaap dm dekat sama banser bang user,0,0,0,0,0,0,0,0,0,0,0,0
220,nyata lebah yg gak suka bunga makan bangkai gw penasaran madu nya kaya gimana xfxfxax,0,0,0,0,0,0,0,0,0,0,0,0
221,user user pantas indonesia mundur segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0
222,user user user user naahh yg dongo yg bilang hekell hahaha,0,1,0,0,0,0,0,0,0,0,0,0
223,user user user user hahahaha blunder lu cebong yg gak ngasih tuh pem pusat alas ham kalau rakyat aceh mau kali cobak kau datang perintah bilang suruh buat hukum islam kaffah aceh klau dpr a,1,1,1,0,0,0,0,0,1,1,0,0
224,bangsad gua dah nyelem ampe bawah balik lgi atas,0,1,0,0,0,0,0,0,0,0,0,0
225,tak dipancingpancing dgn urus nista bukan hanya bicara paham ttg fiksi kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
226,user user user user cebong kacung kt temen gw dungu sampe tulang sumjd jgn buang energi debat sm merekaxfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
227,user partai korupsi sapigoblog,1,1,0,1,0,0,0,0,1,0,1,0
228,signal kntl pelihara ini niat gak sih login twitter doank susah gmn mau open redtube cetan user,1,1,0,1,0,0,0,1,0,0,1,0
229,user user matane aku moh aku kafir wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
230,user jadi inget fesbuk anjir lupa aku,0,1,0,0,0,0,0,0,0,0,0,0
231,user kalo aing sih bakal bilang hilih kntl,0,1,0,0,0,0,0,0,0,0,0,0
232,nikita mirzani udah pake hijab yg ngomong cebang cebong udah pernah fantasiin doi bom uh ah cokorers,1,1,1,0,0,0,0,0,1,1,0,0
233,user tatap alih arah enggan tatap pria curiga lagipula siapa pertama kali buat gaduh suasana angie temu orang pria asing tidur sofa jadi ini akan jadi,0,0,0,0,0,0,0,0,0,0,0,0
234,lahir kembang gera komunis indonesia dapat pisah buah organisasi yg nama isdv,0,0,0,0,0,0,0,0,0,0,0,0
235,shaheizy sam wajah baharu calpis,0,0,0,0,0,0,0,0,0,0,0,0
236,serah lo aja balas fokus kerja kerja tugas project seni budaya dalam hari telah langsung kumpul presentasi syukur nilai muas jadi project kami makin,0,0,0,0,0,0,0,0,0,0,0,0
237,ga bakal bro,0,0,0,0,0,0,0,0,0,0,0,0
238,laku bodoh user masuk kategori buat menyenangkannnkelakuan sontoloyo user sangat menganggu satu bangsannkelakuan naif user tidak langsung sbg bentuk intimidasi thd ulamannkelakuan user,1,1,1,0,0,0,0,0,1,1,0,0
239,monyet turun mukim warga cibadak sukabumi url,0,0,0,0,0,0,0,0,0,0,0,0
240,user kotor ga masalah penting bahagia warga cebong mana ngerti,1,1,0,1,0,0,0,0,1,0,1,0
241,mau giveaway taplak meja nanti menang cuma therichchenle,0,0,0,0,0,0,0,0,0,0,0,0
242,rt user buka satu satu kebusukab kubu anies sandi yg menang tanpa berkah url prabowo usaha cuci tangan,1,0,0,1,0,0,0,0,1,0,1,0
243,user user wkwkwkwk bodo bang,0,1,0,0,0,0,0,0,0,0,0,0
244,user user bik kaya orang begobro tapimemangbego,1,1,1,0,0,0,0,0,1,1,0,0
245,klhk upaya perata ekonomi lalu tora kawasan hutan hutan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
246,user pak user mahfud md paling allah swt berang bangsa ajak semua buang islam,1,1,0,1,1,0,0,0,0,0,0,1
247,user user orang bego banyak minum amp makan kotor onta otak nya somplak,1,1,1,0,0,0,0,0,1,1,0,0
248,apa kuak semua jelas sejak awal memang strategi kampanye di tim menang anies sandi url,1,0,1,0,0,0,0,0,1,1,0,0
249,warga baduy selesai ingat tradisi seba pendopo pemkab lebak lanjut temu gubernur banten wahidin halim hari sabtu sebabaduy,0,0,0,0,0,0,0,0,0,0,0,0
250,lembaga antikorupsi masa lalu bubar krn sentuh kuasa gilir kpk pdip partai politik kuasa yg plg ngotot bubar kpk,1,0,0,1,0,0,0,0,1,0,1,0
251,user user user justru mas klo mnyudutkan salah satu agama trtentu malah bahayaitulah pak rocky cerdik bisa nyusun kalimat yg tepat amppantas dgunakaninti ini mau kasih tau pngertian fiksi sbenarnyaayolah mas nya i,0,0,0,0,0,0,0,0,0,0,0,0
252,dukung capres gagal move on salalu sibuk urus aseng bawa kabur uang rp t ngak sadar aseng kabur bawa uang banyak tanpa dukung pribumi asu mustahil aseng pribumi diam kalau sogok mental kacung emang url,1,1,0,1,0,1,0,0,0,0,1,0
253,rt user user user lo rabun apa budekngue nulis gak ngomongnxfxfxxxfxfxx,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah nahan sepo kutuk,0,1,0,0,0,0,0,0,0,0,0,0
255,user brahahahaaa cebong nya ngahok xfxfxaxaxfxfxaxa user cebong blm cebok xfxfxx user,1,1,1,0,0,0,0,0,1,1,0,0
256,apdet status bikin tugas kelar gak kok jancuk sekali mbut,0,1,0,0,0,0,0,0,0,0,0,0
257,user pak user walaupun muslim jabat negara harus tindak bangsa negara,0,0,0,0,0,0,0,0,0,0,0,0
258,ikan yg sembuh sakit yg selamat bagus laik jual pisah seleksi ikan yg cacat permanen pelihara lebih lanjut nnkesehatanikanncc user user user,0,0,0,0,0,0,0,0,0,0,0,0
259,arti apa pribumi sadar lihat siapa kalian samasama cina komunis misionaris abai tweet usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden anda tuduh rezim anti islam banyak buat negeri sudah bnyak buat umat url,1,0,1,0,0,0,0,0,1,1,0,0
261,user user manusia bangsad,1,1,1,0,0,0,0,0,1,1,0,0
262,rt user tpi ingat jangan sampe cina kenal wisata haram jga indonesia hahaha,1,0,0,1,0,1,0,0,0,0,1,0
263,rt user nanya mana prabowo pks bib kan asoy tuh anggap antek prabowo antek pks hidup lebih dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,sahabat salahlovren jadi bukti beda suku agama ras bukan halang dlm bina hubung dgn sama umat manusia beda justru jadi warna sendiri dlm jalin teman terima kasih lovrensalah favourites bff bro,0,0,0,0,0,0,0,0,0,0,0,0
265,user user user sama aja lh laemeskipun sdh turun turun tp ideologi pki sllu lekat jiwa mreka,0,0,0,0,0,0,0,0,0,0,0,0
266,rt user user juga sebel kalo yg ngeroko naik motor yakan kadang engap kalo tutup terus macetxexxa,0,0,0,0,0,0,0,0,0,0,0,0
267,user user udah minta maaf kunyuk user bronnenak bgt rasan merekasebar hoax minta maafsebar hoax minta maaf laginnmesti d sapu dulu user biar jera nih orang url,1,1,1,0,0,0,0,0,1,1,0,0
268,hello warga jakarta wakil kepala dpmptsp provinsi dki jakarta bapak denny wahyu haryanto wakil wakil gubernur provinsi dki jakarta buka acara junior chamber international jci indonesia national event setiamelayanijakarta,0,0,0,0,0,0,0,0,0,0,0,0
269,kuat jaring gubernur user tekan perlu kuasa state of the art knowledge bahasa lama rantau luar indonesia user,0,0,0,0,0,0,0,0,0,0,0,0
270,pandang tgb agama politik,0,0,0,0,0,0,0,0,0,0,0,0
271,rt user provider brengsek,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bambang yudhoyono presiden ri minta khofifah emil dekat masyarakat no baguss,0,0,0,0,0,0,0,0,0,0,0,0
273,user user user dungu orang mau ganti presiden tp g tau siapa mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
274,rt user bokep cewek bispak bandung ngentot croot dalam xfxfxxnndownload full url url,0,1,0,0,0,0,0,0,0,0,0,0
275,user kampret complain rag ditanggepi fuck,1,1,0,1,0,0,0,0,1,0,1,0
276,kamu kok kaya jablay gta mau jemput pake mobil,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
278,itu user kerja musuh dakwah islam bubar hti rakyat jg hak lengser jokowok tukang citra,1,0,1,0,1,0,0,0,0,0,0,1
279,user user user user hah kata saling lengkap orang bukti kamu goblok gimana si,1,1,1,0,0,0,0,0,1,1,0,0
280,xexxctidakxexxd kata salah orang khalifah rasyidin xexxckami rang orang kafir sama merekaxexxd xexxckalau mereka orangorang munafikxexxd xexxctidak sebab orang muna,0,0,0,0,0,0,0,0,0,0,0,0
281,user user user user user user user user user user user user user user user user user user doyan nete un jadi maklumin,0,1,0,0,0,0,0,0,0,0,0,0
282,user nek ndelok match terkhir celsi sih kudune menang mudah emyu yo embuh sih celsi kacrut ki raiso prediksi xfxfxx,1,1,0,1,0,0,0,0,1,0,1,0
283,user yakali pak tni suruh urusin sampah plastik xfxfxx,0,0,0,0,0,0,0,0,0,0,0,0
284,user user yg khawatir manuver politik bijak yg laku rezim moga sebut akan pernah jadi nkri cinta aamiin,0,0,0,0,0,0,0,0,0,0,0,0
285,madi arya lapor rocky gerung polisi serius tuh kitab suci fiksi kata rocky nyata salah rasa hina wait bukankah biasa anut agama a anggap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
286,user bajing tengik memang,0,1,0,0,0,0,0,0,0,0,0,0
287,kok bs pake buruh cina kan rakyat sendiri bnyak pnganggurandasar rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
288,user user user user user user user user user user user user user user user user user user user user,1,1,0,1,0,0,0,0,1,0,1,0
289,rp haneul cute padahal rlnya perekyang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
290,user user user user user user user user user user user user bilang anti asing asengnda tau wkwkwkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
291,user suriah sekolah radikal rakit bomplg indonesia jadi tempat pklya aman,0,0,0,0,0,0,0,0,0,0,0,0
292,rt user kadang hidup emang kayak tai malah kadang berak orang tapi elo harus resin tainya tangan lo yxexxa,0,1,0,0,0,0,0,0,0,0,0,0
293,user ih banci selotipan xfxfxx,1,1,1,0,0,0,0,1,0,1,0,0
294,rt user user user user user user user haha kalah ni yee org jahat kalah,1,0,1,0,0,0,0,0,1,1,0,0
295,gubernurzamannow gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot rt user keanekaragaman budaya suku agama sungguh kaya kita tutur djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
296,rt user user yg cinta orba meng idola kan prabowo amp hary tanoe d,1,0,1,0,0,0,0,0,1,1,0,0
297,nantang buka dada eh nyebut setan emang habis kamus ngelawan kenegarawanan pak joko widodo presiden ri pada makin stresssssss nie hati kena stoke serang jantung rakyat indonesia hilang badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
298,user user user user belah duren yaaaangak dunguya gak cebongxfxfxxxfxfxxnmaaf,1,1,1,0,0,0,0,0,1,1,0,0
299,orangorang yahudi nasrani telah beri al kitab taurat injil kenal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
300,bubar hti amp fpi url,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok memang verbal keras lampias lari lelaki lunak,1,0,1,0,0,0,0,1,0,1,0,0
302,user dar share temen kantor aku kalo langgan yg cadar langsung bilang awas bom aku hela nafas xfxfxxaf,0,0,0,0,0,0,0,0,0,0,0,0
303,rt user pantat mn nh pngen nusuk ditusuknxfxfxxopen bo wa n gaybrondong massageboy gayjakarta gayjogja gaytanggerxexxa,0,1,0,0,0,0,0,0,0,0,0,0
304,user yg ancam bunuh presiden republik indonesia mas trus mesti lapor dulu tegak hukum gak tindak ada ancam bunuh kepala negara,0,0,0,0,0,0,0,0,0,0,0,0
305,user kayak orang nyosor mau minta nete,0,1,0,0,0,0,0,0,0,0,0,0
306,user ngewe bae,0,1,0,0,0,0,0,0,0,0,0,0
307,user jebur bloon bukan cebur,0,1,0,0,0,0,0,0,0,0,0,0
308,pks ultah balai kota rr ngomong nyapres balai kota ganti aja nama jd balai politik,0,0,0,0,0,0,0,0,0,0,0,0
309,pak user perlu lanjut rencana user seret user adil ham pbb url,1,0,1,0,0,0,0,0,1,1,0,0
310,user bijak kembali barang kpd konsumen yg laku apabila barang sebut rusak cacat produksi konsumen rasa kurang puas dgn produk sebut hitung lama hari tanggal pembeliannhauzminiquiz hauzidnyuk ikutannuser,0,0,0,0,0,0,0,0,0,0,0,0
311,kisah hidup muhammad lebih lengkap didownload sini,0,0,0,0,0,0,0,0,0,0,0,0
312,jajah atas bumi indonesia di hapus kan jajah ekonomi budaya hasil bumi cina kita basmi nkri usir,1,0,0,1,0,1,0,0,0,0,0,1
313,user user user user user user we pipis onta cecer mari pantes bau pesing,0,1,0,0,0,0,0,0,0,0,0,0
314,user user kalo jadi sini mungkin kalian yg triak paling lantang pmrth pro aseng duluan pas tawar bantu asing bikin posko itu yg inti malah ngomporin keluarga korban sue pmrth bilang hari lama harus,0,0,0,0,0,0,0,0,0,0,0,0
315,user user berjuangsampai jokowi dilanti thn njangan gentar njangan takut nwalau mata benang leher ujung tombak di porut nntidak surut langkah kitantidak bisu suara kitantidak,0,0,0,0,0,0,0,0,0,0,0,0
316,rt user user user user user user user kaya monyet,0,1,0,0,0,0,0,0,0,0,0,0
317,survei metro tv jokowi menang presiden baru etapi cara ngitungnya gimana ngalahin jangan salah judul maksud jokowi menang sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
318,user user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
319,cuba la tgk anime ni karakai jozu no takagisan kalau rasa nak feeling feeling cinta monyet zaman sekolahmemang throwback habes url,0,0,0,0,0,0,0,0,0,0,0,0
320,seru pesta budaya erau kuta kartanegara,0,0,0,0,0,0,0,0,0,0,0,0
321,rt user ad mau contactnya retweet sekarang yanbanyak banget kenal tante jilboob sangenini nama tante dea oxexxa,0,1,0,0,0,0,0,0,0,0,0,0
322,debat publik bukan ajang bukti siapa pintar balik bukan ruang akademik pamer siapa paling ciamik orang punya kuat lemah bukan soal diri egosentris nama lebih soal kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
323,duduk istana negara sekali lengser jokowi salamtahun user,1,0,1,0,0,0,0,0,1,0,0,1
324,rt user wah hebat pak user yg lg sibuk citra user user user user baca nih,1,0,1,0,0,0,0,0,1,1,0,0
325,user anda mungkin gk apa bagi muslim sangat hina iblis betina sdh nista syariat,1,1,1,0,1,0,0,0,0,1,0,0
326,rt user baby kafir budha teroris myanmar,1,1,0,1,1,1,0,0,0,0,1,0
327,indonesia blom merdeka indonesia jajah orang cina takbirallauakbar url,1,0,0,1,0,1,0,0,0,0,1,0
328,memang benar kata amat politik hantayudha kalau paslon no tidak khanz nya jateng jatenggayeng tetapjokowi,0,0,0,0,0,0,0,0,0,0,0,0
329,rt user user jongos nista agama ahok sok sok ngong saramajikan nya tebar sara astagfirllah tobat,1,1,1,0,0,0,0,0,1,1,0,0
330,user user user user saya follow bli saya katolik ikut akun prof user utk tambah wawas berbangsaterima kasih,0,0,0,0,0,0,0,0,0,0,0,0
331,user kapan tuh si bejat cabul user balik kecut si onta ye,1,1,1,0,0,0,0,1,0,1,0,0
332,wibisono citra jokowi sebar up media massa pro asing kes jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
333,rt user user user adi gaya lu kaya beruk gin klo supir tembak metromini masuk dprnkampungan lu,1,1,1,0,0,0,0,0,1,1,0,0
334,user user km terlalu mainstream mengaartikan pintar pintar relatif gantung mo bawa erti spt pintar mengundeeestimatekan org gw pinter komen ajah rejim now pinter mangkrakin janji doang somaking,1,0,1,0,0,0,0,0,1,1,0,0
335,user kan emang gw dongo,0,1,0,0,0,0,0,0,0,0,0,0
336,user user ih masak samain smaa sampah xfxfxxaxfxfxxaxfxfxxa,0,0,0,0,0,0,0,0,0,0,0,0
337,user user user user gw terpukaukaukau gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
338,aspirasi ibu lina sumedang calon gubernur jabar berantas pelakor sdh resah hidup warga desa,0,0,0,0,0,0,0,0,0,0,0,0
339,user user user user user yaaelah chat aja loe urusin noh yg dah liat mesum anggotadpr pd mingkem yg nyata selingkuh th kalian pura budek bong gk nyampe otak,1,1,0,1,0,0,1,1,0,0,1,0
340,user tu saya kata sejak dulu kita tak takut dgn cina parti dap kita bimbang fahaman bawa mereka,0,0,0,0,0,0,0,0,0,0,0,0
341,cermin pecah diri kaca,0,0,0,0,0,0,0,0,0,0,0,0
342,user lansung tag partainyanga berani arti kau banci,1,1,1,0,0,0,0,1,0,1,0,0
343,awwww comel nya asing kan ikut warna,0,0,0,0,0,0,0,0,0,0,0,0
344,islam jadi manusia idealis tetap realistis siap hidup masa kini tak lupa masa depan ajak kerja keras ajak istirahat,0,0,0,0,0,0,0,0,0,0,0,0
345,user kristus anjing asu jiamput keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk kotang siwuk idiot keparat picek telek pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
346,user agama katholik ngak yg sebut khatolik nusantara agama kristen protestan ngak yg sebut kristen protestan nusantara agama hindu ngak yg sebut hindu nusantara agama budha ngak yg sebut budha nusantara lha kok,0,0,0,0,0,0,0,0,0,0,0,0
347,bas teknologi digital presiden minta sistem betulbetul jalan langsung guna ramah guna ratas,0,0,0,0,0,0,0,0,0,0,0,0
348,user user ahhh kan asa utk hibur diri mana cebong tdk bahagia presiden cebong punya tol cebong punya lha elo punya cuma germo xfxfxxxfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
349,lebih resah jd presiden hidup penuh drama citra main ftv aja joko judul url,1,0,1,0,0,0,0,0,1,1,0,0
350,agama kristenngolongan darah bnasal san fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
351,budha bunuh muslim myanmar,1,0,0,1,1,0,0,0,0,0,1,0
352,user jahudi bangke minta sama jerman sana tempat ibadah,1,1,0,1,1,1,0,0,0,0,1,0
353,papamintaketuafraksi rakyat mau nya setya novanto keluar dpr bukan pecat ketua dpr percuma di pecat masih di dpr,1,0,1,0,0,0,0,0,1,1,0,0
354,user user user user cina,0,0,0,0,0,0,0,0,0,0,0,0
355,user hoax kodok biawak roket sekop bangsat karbitan munafik gantipresiden presidenbaru tenggelamkanjokowikesungaisiak,1,1,0,1,0,1,0,0,0,0,1,0
356,yg ribut komunis blabla mungkin emoh baca yg baca kalo punya niat agitasi nyerang perintah pake cari simpatisan,1,0,1,0,0,0,0,0,1,1,0,0
357,presiden jokowi harap skema kerja sama juga laku dalam pembangunanpembangunan lain,0,0,0,0,0,0,0,0,0,0,0,0
358,milu langsung biar bwt milih presiden n dpr sj capres biar tdk kyk kucing dlm karung mgkn bikin mekanisme baru yg lebih misal capres tentu gubernur yg prestasi jd yg maju jd capres yg sdh jd gubernur,0,0,0,0,0,0,0,0,0,0,0,0
359,user gak vital gimanaudah kapan inter gak punya bek kanan yg jd beda akhir ya era maicon dambrosio baru datang cancelo bagusnyanhmmmmberarti simpul yg geblek ausilio xfxfxxxf,1,1,1,0,0,0,0,0,1,1,0,0
360,user nama jg agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
361,contoh meski banyak tuding duga korupsi sby tdk pernah dorong jaksa usut himbau kpk usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
362,cium bau bau pecun url,0,1,0,0,0,0,0,0,0,0,0,0
363,henti jadi konsumen wisata haji umoh yg tipu jadi podusen wisata jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
364,buru nazi simon wiesenthal pegang fotofoto gambar mantan kepala gestapo walter rauff buah van kamar gas gerak buat eksekusi orangorang yahudi,0,0,0,0,0,0,0,0,0,0,0,0
365,rt user user yg cacimaki nista agama nyata tau poligami ngumpet apa mau digituin sih ogah,1,0,1,0,0,0,0,0,1,1,0,0
366,user bubarin nkri harga mati,1,0,0,1,0,0,0,0,1,0,0,1
367,user ingat baikbaik kata si royson jokowi kacung guannitulah mungkin alas fundamental rezim justru sengaja masuk dalam debt trap komunis cinannso jadi wajib gantipresiden,1,1,1,0,0,1,0,0,0,1,0,0
368,user user wkwkwkwk mampus aku mau pepet ujin ah,0,1,0,0,0,0,0,0,0,0,0,0
369,gubernur jaman now anti hoax bukan nyebar isu tidak ganjaryasinmenang ganjaryasin kamiganjaryasin,0,0,0,0,0,0,0,0,0,0,0,0
370,azan tv manggil allah swt dungu biadab henti acara catut nama tuhan boleh lanjut,1,1,0,1,1,0,0,0,0,0,0,1
371,user user user user semua dapat laku bani cebong,1,1,0,1,0,0,0,0,1,0,1,0
372,aku dah la baju macam yahudi betopi siap bas tu geng semua jubah putih kopiah minyak atar bejanggut dahi bekuk bak ahli syurga siap ni betol out of place mohon ak tak direjam,0,0,0,0,0,0,0,0,0,0,0,0
373,user gua ge marah cuma auto blacklist hidup guennsampah apa guna kalo ga daur ulang,0,0,0,0,0,0,0,0,0,0,0,0
374,user user anjir apa rasanyaa bekas silit mah,0,1,0,0,0,0,0,0,0,0,0,0
375,user user cebong makin panas jadi makin ngawur xfxfxxxfxfxx,1,1,1,0,0,0,0,0,1,1,0,0
376,amin smoga kalian tiga jd tampil baik sumbang medali buat sumsel,0,0,0,0,0,0,0,0,0,0,0,0
377,user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0
378,gubernurzamannow gusipulputi ganjaryasin djarotsihar hasananton kosterace nurdinsudirman karolingidot rt user keanekaragaman budaya suku agama sungguh kaya kita tutur djarot hadap serta rakercabsu,0,0,0,0,0,0,0,0,0,0,0,0
379,jangan terlalu banyak bingkai bangkai cukup jadi ajar agar hidup makin baik masa akan datang,0,0,0,0,0,0,0,0,0,0,0,0
380,user edan aq mas newbie menang liat yampun kartu r w aja mas dikit bat,0,1,0,0,0,0,0,0,0,0,0,0
381,nahklo pki alias partai korupsi indonesia perlu ganyang ga,1,0,0,1,0,0,0,0,1,0,1,0
382,perempuan kaya lo mending mati aja deh jelek aja gausa sok jadi make up artist,1,1,1,0,0,0,1,0,0,1,0,0
383,jual gua kaya jablay,0,1,0,0,0,0,0,0,0,0,0,0
384,user user bijak cuma tugas jajar krl doang tumpang cuma followers doang xexxbxefxbxf nyuruh orng utk erti sendiri ga mau erti butuh banyak orng kan bangke,0,1,0,0,0,0,0,0,0,0,0,0
